"SIRUTA","Denumire","Tip","Judet"
"70352","CALAFAT","municipiu","DOLJ"
"70316","BAILESTI","municipiu","DOLJ"
"70879","BECHET","oras","DOLJ"
"72007","DABULENI","oras","DOLJ"
"70414","FILIASI","oras","DOLJ"
"70502","SEGARCEA","oras","DOLJ"
"70520","AFUMATI","comuna","DOLJ"
"70566","ALMAJ","comuna","DOLJ"
"70637","AMARASTII DE JOS","comuna","DOLJ"
"70673","AMARASTII DE SUS","comuna","DOLJ"
"70726","APELE VII","comuna","DOLJ"
"70744","ARGETOAIA","comuna","DOLJ"
"70897","BISTRET","comuna","DOLJ"
"70940","BARCA","comuna","DOLJ"
"70968","BOTOSESTI-PAIA","comuna","DOLJ"
"70986","BRABOVA","comuna","DOLJ"
"71055","BRADESTI","comuna","DOLJ"
"71126","BRALOSTITA","comuna","DOLJ"
"71199","BRATOVOESTI","comuna","DOLJ"
"71260","BREASTA","comuna","DOLJ"
"69964","BUCOVAT","comuna","DOLJ"
"71340","BULZESTI","comuna","DOLJ"
"71457","CALOPAR","comuna","DOLJ"
"71518","CARAULA","comuna","DOLJ"
"71536","CARPEN","comuna","DOLJ"
"71572","CASTRANOVA","comuna","DOLJ"
"74842","CATANE","comuna","DOLJ"
"71607","CALARASI","comuna","DOLJ"
"71634","CELARU","comuna","DOLJ"
"71698","CERAT","comuna","DOLJ"
"71723","CERNATESTI","comuna","DOLJ"
"71787","CETATE","comuna","DOLJ"
"71812","CIOROIASI","comuna","DOLJ"
"71858","CIUPERCENII NOI","comuna","DOLJ"
"74859","CARCEA","comuna","DOLJ"
"74867","CARNA","comuna","DOLJ"
"71885","COSOVENI","comuna","DOLJ"
"71910","COTOFENII DIN DOS","comuna","DOLJ"
"74875","COTOFENII DIN FATA","comuna","DOLJ"
"71956","DANETI","comuna","DOLJ"
"72034","DESA","comuna","DOLJ"
"72052","DIOSTI","comuna","DOLJ"
"72098","DOBRESTI","comuna","DOLJ"
"74883","DOBROTESTI","comuna","DOLJ"
"72150","DRAGOTESTI","comuna","DOLJ"
"72221","DRANIC","comuna","DOLJ"
"72276","FARCAS","comuna","DOLJ"
"72383","GALICEA MARE","comuna","DOLJ"
"74891","GALICIUICA","comuna","DOLJ"
"72409","GHERCESTI","comuna","DOLJ"
"74907","GHIDICI","comuna","DOLJ"
"74915","GHINDENI","comuna","DOLJ"
"72463","GIGHERA","comuna","DOLJ"
"72506","GIUBEGA","comuna","DOLJ"
"72533","GIURGITA","comuna","DOLJ"
"72579","GANGIOVA","comuna","DOLJ"
"72604","GOGOSU","comuna","DOLJ"
"72640","GOICEA","comuna","DOLJ"
"72677","GOIESTI","comuna","DOLJ"
"72819","GRECESTI","comuna","DOLJ"
"70094","ISALNITA","comuna","DOLJ"
"72882","IZVOARE","comuna","DOLJ"
"74923","INTORSURA","comuna","DOLJ"
"72926","LEU","comuna","DOLJ"
"72953","LIPOVU","comuna","DOLJ"
"72980","MACESU DE JOS","comuna","DOLJ"
"73013","MACESU DE SUS","comuna","DOLJ"
"73031","MAGLAVIT","comuna","DOLJ"
"73068","MALU MARE","comuna","DOLJ"
"73102","MELINESTI","comuna","DOLJ"
"73246","MISCHII","comuna","DOLJ"
"73317","MARSANI","comuna","DOLJ"
"73335","MOTATEI","comuna","DOLJ"
"73371","MURGASI","comuna","DOLJ"
"73460","NEGOI","comuna","DOLJ"
"73503","ORODEL","comuna","DOLJ"
"73567","OSTROVENI","comuna","DOLJ"
"73594","PERISOR","comuna","DOLJ"
"73629","PIELESTI","comuna","DOLJ"
"73665","PISCU VECHI","comuna","DOLJ"
"73709","PLENITA","comuna","DOLJ"
"74931","PLESOI","comuna","DOLJ"
"73736","POIANA MARE","comuna","DOLJ"
"70110","PODARI","comuna","DOLJ"
"73772","PREDESTI","comuna","DOLJ"
"73852","RADOVAN","comuna","DOLJ"
"73905","RAST","comuna","DOLJ"
"73923","ROBANESTI","comuna","DOLJ"
"74949","ROJISTE","comuna","DOLJ"
"73996","SADOVA","comuna","DOLJ"
"74028","SALCUTA","comuna","DOLJ"
"74073","SCAESTI","comuna","DOLJ"
"74108","SEACA DE CAMP","comuna","DOLJ"
"74135","SEACA DE PADURE","comuna","DOLJ"
"74171","SECU","comuna","DOLJ"
"74224","SILISTEA CRUCII","comuna","DOLJ"
"74242","SOPOT","comuna","DOLJ"
"70174","SIMNICU DE SUS","comuna","DOLJ"
"74956","TALPAS","comuna","DOLJ"
"74322","TEASC","comuna","DOLJ"
"74359","TERPEZITA","comuna","DOLJ"
"74411","TESLUI","comuna","DOLJ"
"74509","TUGLUI","comuna","DOLJ"
"74536","UNIREA","comuna","DOLJ"
"74554","URZICUTA","comuna","DOLJ"
"74581","VALEA STANCIULUI","comuna","DOLJ"
"74616","VELA","comuna","DOLJ"
"74705","VERBITA","comuna","DOLJ"
"74732","VARTOP","comuna","DOLJ"
"74750","VARVORU DE JOS","comuna","DOLJ"
"75098","GALATI","municipiu","GALATI"
"75203","TECUCI","municipiu","GALATI"
"75338","BERESTI","oras","GALATI"
"75472","TARGU BUJOR","oras","GALATI"
"75515","BARCEA","comuna","GALATI"
"75542","BALABANESTI","comuna","GALATI"
"75613","BALASESTI","comuna","GALATI"
"75668","BALENI","comuna","GALATI"
"75686","BANEASA","comuna","GALATI"
"75356","BERESTI-MERIA","comuna","GALATI"
"75711","BRANISTEA","comuna","GALATI"
"75766","BRAHASESTI","comuna","GALATI"
"75819","BUCIUMENI","comuna","GALATI"
"75864","CAVADINESTI","comuna","GALATI"
"75917","CERTESTI","comuna","GALATI"
"76004","CORNI","comuna","GALATI"
"75953","COROD","comuna","GALATI"
"76040","COSMESTI","comuna","GALATI"
"76111","COSTACHE NEGRI","comuna","GALATI"
"76139","CUCA","comuna","GALATI"
"76157","CUDALBI","comuna","GALATI"
"77595","CUZA VODA","comuna","GALATI"
"75221","DRAGANESTI","comuna","GALATI"
"76175","DRAGUSENI","comuna","GALATI"
"76255","FARTANESTI","comuna","GALATI"
"76282","FOLTESTI","comuna","GALATI"
"76317","FRUMUSITA","comuna","GALATI"
"76353","FUNDENI","comuna","GALATI"
"76406","GHIDIGENI","comuna","GALATI"
"76497","GOHOR","comuna","GALATI"
"76558","GRIVITA","comuna","GALATI"
"76585","INDEPENDENTA","comuna","GALATI"
"76601","IVESTI","comuna","GALATI"
"76638","JORASTI","comuna","GALATI"
"76674","LIESTI","comuna","GALATI"
"76692","MATCA","comuna","GALATI"
"76718","MASTACANI","comuna","GALATI"
"76745","MOVILENI","comuna","GALATI"
"75258","MUNTENI","comuna","GALATI"
"76763","NAMOLOASA","comuna","GALATI"
"77579","NEGRILESTI","comuna","GALATI"
"76807","NICORESTI","comuna","GALATI"
"76932","OANCEA","comuna","GALATI"
"76969","PECHEA","comuna","GALATI"
"76996","PISCU","comuna","GALATI"
"77587","POIANA","comuna","GALATI"
"77028","PRIPONESTI","comuna","GALATI"
"77561","RADESTI","comuna","GALATI"
"77082","REDIU","comuna","GALATI"
"77153","SCHELA","comuna","GALATI"
"77126","SCANTEIESTI","comuna","GALATI"
"77180","SLOBOZIA CONACHI","comuna","GALATI"
"77224","SMARDAN","comuna","GALATI"
"77260","SMULTI","comuna","GALATI"
"77288","SUCEVENI","comuna","GALATI"
"77601","SUHURLUI","comuna","GALATI"
"75114","SENDRENI","comuna","GALATI"
"77313","TUDOR VLADIMIRESCU","comuna","GALATI"
"77331","TULUCESTI","comuna","GALATI"
"77377","TEPU","comuna","GALATI"
"77402","UMBRARESTI","comuna","GALATI"
"77475","VALEA MARULUI","comuna","GALATI"
"75150","VANATORI","comuna","GALATI"
"77509","VARLEZI","comuna","GALATI"
"77536","VLADESTI","comuna","GALATI"
"100521","GIURGIU","municipiu","GIURGIU"
"104136","MIHAILESTI","oras","GIURGIU"
"101190","BOLINTIN-VALE","oras","GIURGIU"
"100781","ADUNATII-COPACENI","comuna","GIURGIU"
"101001","BANEASA","comuna","GIURGIU"
"101163","BOLINTIN-DEAL","comuna","GIURGIU"
"101378","BUCSANI","comuna","GIURGIU"
"101519","BULBUCATA","comuna","GIURGIU"
"101617","BUTURUGENI","comuna","GIURGIU"
"101662","CALUGARENI","comuna","GIURGIU"
"101984","CLEJANI","comuna","GIURGIU"
"102071","COLIBASI","comuna","GIURGIU"
"102106","COMANA","comuna","GIURGIU"
"102348","CREVEDIA MARE","comuna","GIURGIU"
"102446","DAIA","comuna","GIURGIU"
"102794","FLORESTI-STOENESTI","comuna","GIURGIU"
"102909","FRATESTI","comuna","GIURGIU"
"103087","GAISENI","comuna","GIURGIU"
"103194","GAUJANI","comuna","GIURGIU"
"103238","GHIMPATI","comuna","GIURGIU"
"103309","GOGOSARI","comuna","GIURGIU"
"103372","GOSTINARI","comuna","GIURGIU"
"103354","GOSTINU","comuna","GIURGIU"
"103407","GRADINARI","comuna","GIURGIU"
"103470","GREACA","comuna","GIURGIU"
"103639","HOTARELE","comuna","GIURGIU"
"103693","IEPURESTI","comuna","GIURGIU"
"103899","IZVOARELE","comuna","GIURGIU"
"103997","JOITA","comuna","GIURGIU"
"104047","LETCA NOUA","comuna","GIURGIU"
"104118","MIHAI BRAVU","comuna","GIURGIU"
"104225","MARSA","comuna","GIURGIU"
"104485","OGREZENI","comuna","GIURGIU"
"104519","OINACU","comuna","GIURGIU"
"104680","PRUNDU","comuna","GIURGIU"
"104715","PUTINEIU","comuna","GIURGIU"
"104788","RASUCENI","comuna","GIURGIU"
"104831","ROATA DE JOS","comuna","GIURGIU"
"104975","SCHITU","comuna","GIURGIU"
"105106","SINGURENI","comuna","GIURGIU"
"100549","SLOBOZIA","comuna","GIURGIU"
"105295","STANESTI","comuna","GIURGIU"
"105348","STOENESTI","comuna","GIURGIU"
"154709","TOPORU","comuna","GIURGIU"
"105623","ULMI","comuna","GIURGIU"
"105776","VALEA DRAGULUI","comuna","GIURGIU"
"105874","VARASTI","comuna","GIURGIU"
"105909","VEDEA","comuna","GIURGIU"
"105972","VANATORII MICI","comuna","GIURGIU"
"179739","MALU","comuna","GIURGIU"
"179748","COSOBA","comuna","GIURGIU"
"179757","HERASTI","comuna","GIURGIU"
"179766","ISVOARELE","comuna","GIURGIU"
"179775","SABARENI","comuna","GIURGIU"
"77812","TARGU JIU","municipiu","GORJ"
"78141","MOTRU","municipiu","GORJ"
"78258","NOVACI","oras","GORJ"
"78329","TARGU CARBUNESTI","oras","GORJ"
"78454","TICLENI","oras","GORJ"
"82895","ROVINARI","oras","GORJ"
"79308","BUMBESTI-JIU","oras","GORJ"
"82430","TISMANA","oras","GORJ"
"82617","TURCENI","oras","GORJ"
"78472","ALBENI","comuna","GORJ"
"78542","ALIMPESTI","comuna","GORJ"
"78604","ANINOASA","comuna","GORJ"
"78668","ARCANI","comuna","GORJ"
"78711","BAIA DE FIER","comuna","GORJ"
"78748","BALANESTI","comuna","GORJ"
"78828","BARBATESTI","comuna","GORJ"
"78873","BENGESTI-CIOCADIA","comuna","GORJ"
"78926","BERLESTI","comuna","GORJ"
"79004","BALTENI","comuna","GORJ"
"79077","BOLBOSI","comuna","GORJ"
"79157","BORASCU","comuna","GORJ"
"79237","BRANESTI","comuna","GORJ"
"78016","DRAGUTESTI","comuna","GORJ"
"79362","BUMBESTI-PITIC","comuna","GORJ"
"79406","BUSTUCHIN","comuna","GORJ"
"79497","CAPRENI","comuna","GORJ"
"79585","CATUNELE","comuna","GORJ"
"79656","CIUPERCENI","comuna","GORJ"
"79736","CALNIC","comuna","GORJ"
"79834","CRASNA","comuna","GORJ"
"79932","CRUSET","comuna","GORJ"
"80043","DANCIULESTI","comuna","GORJ"
"80123","DANESTI","comuna","GORJ"
"80249","DRAGOTESTI","comuna","GORJ"
"80285","FARCASESTI","comuna","GORJ"
"80365","GLOGOVA","comuna","GORJ"
"80427","GODINESTI","comuna","GORJ"
"80506","HUREZANI","comuna","GORJ"
"80560","IONESTI","comuna","GORJ"
"80613","JUPANESTI","comuna","GORJ"
"80677","LELESTI","comuna","GORJ"
"80711","LICURICI","comuna","GORJ"
"80766","LOGRESTI","comuna","GORJ"
"80846","MATASARI","comuna","GORJ"
"80908","MUSETESTI","comuna","GORJ"
"80980","NEGOMIR","comuna","GORJ"
"81095","PADES","comuna","GORJ"
"81184","PESTISANI","comuna","GORJ"
"81380","POLOVRAGI","comuna","GORJ"
"81264","PLOPSORU","comuna","GORJ"
"81415","PRIGORIA","comuna","GORJ"
"81497","ROSIA DE AMARADIA","comuna","GORJ"
"81576","RUNCU","comuna","GORJ"
"81656","SAMARINESTI","comuna","GORJ"
"81754","SACELU","comuna","GORJ"
"81816","SAULESTI","comuna","GORJ"
"81861","SCOARTA","comuna","GORJ"
"81987","SCHELA","comuna","GORJ"
"82047","SLIVILESTI","comuna","GORJ"
"82136","STANESTI","comuna","GORJ"
"82243","STEJARI","comuna","GORJ"
"82314","STOINA","comuna","GORJ"
"82396","TELESTI","comuna","GORJ"
"82555","TURBUREA","comuna","GORJ"
"82680","TANTARENI","comuna","GORJ"
"82733","URDARI","comuna","GORJ"
"82779","VAGIULESTI","comuna","GORJ"
"82831","VLADIMIR","comuna","GORJ"
"77910","BALESTI","comuna","GORJ"
"78089","TURCINESTI","comuna","GORJ"
"83320","MIERCUREA CIUC","municipiu","HARGHITA"
"83133","ODORHEIU SECUIESC","municipiu","HARGHITA"
"83632","TOPLITA","municipiu","HARGHITA"
"83561","GHEORGHENI","municipiu","HARGHITA"
"83428","BAILE TUSNAD","oras","HARGHITA"
"83464","BALAN","oras","HARGHITA"
"83491","BORSEC","oras","HARGHITA"
"83525","CRISTURU SECUIESC","oras","HARGHITA"
"83749","VLAHITA","oras","HARGHITA"
"83785","ATID","comuna","HARGHITA"
"83847","AVRAMESTI","comuna","HARGHITA"
"83936","BILBOR","comuna","HARGHITA"
"83151","BRADESTI","comuna","HARGHITA"
"83963","CAPALNITA","comuna","HARGHITA"
"86461","CICEU","comuna","HARGHITA"
"83981","CIUCSANGEORGIU","comuna","HARGHITA"
"84086","CIUMANI","comuna","HARGHITA"
"84102","CARTA","comuna","HARGHITA"
"84148","CORBU","comuna","HARGHITA"
"84175","CORUND","comuna","HARGHITA"
"86446","COZMENI","comuna","HARGHITA"
"84237","DANESTI","comuna","HARGHITA"
"84264","DEALU","comuna","HARGHITA"
"84344","DITRAU","comuna","HARGHITA"
"84380","DARJIU","comuna","HARGHITA"
"83197","FELICENI","comuna","HARGHITA"
"84415","FRUMOASA","comuna","HARGHITA"
"84460","GALAUTAS","comuna","HARGHITA"
"84558","JOSENI","comuna","HARGHITA"
"84594","LAZAREA","comuna","HARGHITA"
"86479","LELICENI","comuna","HARGHITA"
"84629","LUETA","comuna","HARGHITA"
"84656","LUNCA DE JOS","comuna","HARGHITA"
"84754","LUNCA DE SUS","comuna","HARGHITA"
"84825","LUPENI","comuna","HARGHITA"
"86438","MADARAS","comuna","HARGHITA"
"84923","MARTINIS","comuna","HARGHITA"
"85056","MERESTI","comuna","HARGHITA"
"85074","MIHAILENI","comuna","HARGHITA"
"85127","MUGENI","comuna","HARGHITA"
"85243","OCLAND","comuna","HARGHITA"
"83375","PAULENI-CIUC","comuna","HARGHITA"
"85289","PLAIESII DE JOS","comuna","HARGHITA"
"86487","PORUMBENI","comuna","HARGHITA"
"85341","PRAID","comuna","HARGHITA"
"86495","RACU","comuna","HARGHITA"
"85412","REMETEA","comuna","HARGHITA"
"86501","SATU MARE","comuna","HARGHITA"
"85467","SACEL","comuna","HARGHITA"
"85528","SARMAS","comuna","HARGHITA"
"85582","SECUIENI","comuna","HARGHITA"
"85626","SICULENI","comuna","HARGHITA"
"85680","SANCRAIENI","comuna","HARGHITA"
"85760","SANDOMINIC","comuna","HARGHITA"
"85788","SANMARTIN","comuna","HARGHITA"
"85840","SANSIMION","comuna","HARGHITA"
"86519","SANTIMBRU","comuna","HARGHITA"
"85877","SUBCETATE","comuna","HARGHITA"
"85920","SUSENI","comuna","HARGHITA"
"85984","SIMONESTI","comuna","HARGHITA"
"86453","TOMESTI","comuna","HARGHITA"
"86133","TULGHES","comuna","HARGHITA"
"86188","TUSNAD","comuna","HARGHITA"
"86222","ULIES","comuna","HARGHITA"
"86311","VARSAG","comuna","HARGHITA"
"86339","VOSLABENI","comuna","HARGHITA"
"86366","ZETEA","comuna","HARGHITA"
"86687","DEVA","municipiu","HUNEDOARA"
"87291","BRAD","municipiu","HUNEDOARA"
"86810","HUNEDOARA","municipiu","HUNEDOARA"
"87059","LUPENI","municipiu","HUNEDOARA"
"87638","ORASTIE","municipiu","HUNEDOARA"
"86990","PETROSANI","municipiu","HUNEDOARA"
"87175","VULCAN","municipiu","HUNEDOARA"
"87219","ANINOASA","oras","HUNEDOARA"
"87424","CALAN","oras","HUNEDOARA"
"89561","GEOAGIU","oras","HUNEDOARA"
"87576","HATEG","oras","HUNEDOARA"
"87077","PETRILA","oras","HUNEDOARA"
"87665","SIMERIA","oras","HUNEDOARA"
"87139","URICANI","oras","HUNEDOARA"
"87745","BAIA DE CRIS","comuna","HUNEDOARA"
"87843","BALSA","comuna","HUNEDOARA"
"87996","BARU","comuna","HUNEDOARA"
"88047","BACIA","comuna","HUNEDOARA"
"88092","BAITA","comuna","HUNEDOARA"
"87246","BANITA","comuna","HUNEDOARA"
"88216","BATRANA","comuna","HUNEDOARA"
"88261","BERIU","comuna","HUNEDOARA"
"88350","BLAJENI","comuna","HUNEDOARA"
"88449","BOSOROD","comuna","HUNEDOARA"
"88546","BRANISCA","comuna","HUNEDOARA"
"88644","BRETEA ROMANA","comuna","HUNEDOARA"
"88788","BUCES","comuna","HUNEDOARA"
"88868","BUCURESCI","comuna","HUNEDOARA"
"88920","BULZESTII DE SUS","comuna","HUNEDOARA"
"89026","BUNILA","comuna","HUNEDOARA"
"89080","BURJUC","comuna","HUNEDOARA"
"89151","CERBAL","comuna","HUNEDOARA"
"89240","CERTEJU DE SUS","comuna","HUNEDOARA"
"86749","CARJITI","comuna","HUNEDOARA"
"87362","CRISCIOR","comuna","HUNEDOARA"
"89348","DENSUS","comuna","HUNEDOARA"
"89428","DOBRA","comuna","HUNEDOARA"
"91731","GENERAL BERTHELOT","comuna","HUNEDOARA"
"86883","GHELARI","comuna","HUNEDOARA"
"89687","GURASADA","comuna","HUNEDOARA"
"89801","HARAU","comuna","HUNEDOARA"
"89856","ILIA","comuna","HUNEDOARA"
"89954","LAPUGIU DE JOS","comuna","HUNEDOARA"
"90066","LELESE","comuna","HUNEDOARA"
"90119","LUNCA CERNII DE JOS","comuna","HUNEDOARA"
"90208","LUNCOIU DE JOS","comuna","HUNEDOARA"
"90262","MARTINESTI","comuna","HUNEDOARA"
"90342","ORASTIOARA DE SUS","comuna","HUNEDOARA"
"90431","PESTISU MIC","comuna","HUNEDOARA"
"90538","PUI","comuna","HUNEDOARA"
"90663","RAPOLTU MARE","comuna","HUNEDOARA"
"90725","RACHITOVA","comuna","HUNEDOARA"
"90805","RIBITA","comuna","HUNEDOARA"
"90878","RAU DE MORI","comuna","HUNEDOARA"
"90994","ROMOS","comuna","HUNEDOARA"
"91054","SARMIZEGETUSA","comuna","HUNEDOARA"
"91116","SALASU DE SUS","comuna","HUNEDOARA"
"91232","SANTAMARIA-ORLEA","comuna","HUNEDOARA"
"91330","SOIMUS","comuna","HUNEDOARA"
"86936","TELIUCU INFERIOR","comuna","HUNEDOARA"
"91447","TOMESTI","comuna","HUNEDOARA"
"91535","TOPLITA","comuna","HUNEDOARA"
"91624","TOTESTI","comuna","HUNEDOARA"
"91688","TURDAS","comuna","HUNEDOARA"
"91795","VATA DE JOS","comuna","HUNEDOARA"
"91937","VALISOARA","comuna","HUNEDOARA"
"91982","VETEL","comuna","HUNEDOARA"
"92097","VORTA","comuna","HUNEDOARA"
"92177","ZAM","comuna","HUNEDOARA"
"92658","SLOBOZIA","municipiu","IALOMITA"
"100683","URZICENI","municipiu","IALOMITA"
"92701","FETESTI","municipiu","IALOMITA"
"92765","TANDAREI","oras","IALOMITA"
"92836","AMARA","oras","IALOMITA"
"102749","FIERBINTI-TARG","oras","IALOMITA"
"93067","CAZANESTI","oras","IALOMITA"
"100754","ADANCATA","comuna","IALOMITA"
"92783","ALBESTI","comuna","IALOMITA"
"100852","ALEXENI","comuna","IALOMITA"
"179793","BUESTI","comuna","IALOMITA"
"92872","ANDRASESTI","comuna","IALOMITA"
"100870","ARMASESTI","comuna","IALOMITA"
"100923","AXINTELE","comuna","IALOMITA"
"92907","BALACIU","comuna","IALOMITA"
"101056","BARCANESTI","comuna","IALOMITA"
"92989","BORDUSANI","comuna","IALOMITA"
"101243","RADULESTI","comuna","IALOMITA"
"93021","BUCU","comuna","IALOMITA"
"179971","COLELIA","comuna","IALOMITA"
"100709","CIOCARLIA","comuna","IALOMITA"
"93101","CIOCHINA","comuna","IALOMITA"
"93156","CIULNITA","comuna","IALOMITA"
"93209","COCORA","comuna","IALOMITA"
"93236","COSAMBESTI","comuna","IALOMITA"
"102240","COSERENI","comuna","IALOMITA"
"102641","DRAGOESTI","comuna","IALOMITA"
"102703","DRIDU","comuna","IALOMITA"
"93575","FACAENI","comuna","IALOMITA"
"179800","MAIA","comuna","IALOMITA"
"93646","GIURGENI","comuna","IALOMITA"
"93600","GHEORGHE DOJA","comuna","IALOMITA"
"93628","GHEORGHE LAZAR","comuna","IALOMITA"
"103283","GARBOVI","comuna","IALOMITA"
"93717","GRINDU","comuna","IALOMITA"
"93735","GRIVITA","comuna","IALOMITA"
"103862","ION ROATA","comuna","IALOMITA"
"103960","JILAVELE","comuna","IALOMITA"
"100736","MANASIA","comuna","IALOMITA"
"94045","MILOSESTI","comuna","IALOMITA"
"93995","MIHAIL KOGALNICEANU","comuna","IALOMITA"
"94081","MOVILA","comuna","IALOMITA"
"104270","MOVILITA","comuna","IALOMITA"
"94107","MUNTENI-BUZAU","comuna","IALOMITA"
"94161","PERIETI","comuna","IALOMITA"
"94269","REVIGA","comuna","IALOMITA"
"94330","SALCIOARA","comuna","IALOMITA"
"94376","SAVENI","comuna","IALOMITA"
"94429","SCANTEIA","comuna","IALOMITA"
"94456","SFANTU GHEORGHE","comuna","IALOMITA"
"105026","SINESTI","comuna","IALOMITA"
"94492","STELNICA","comuna","IALOMITA"
"94535","SUDITI","comuna","IALOMITA"
"94688","VALEA CIORII","comuna","IALOMITA"
"105794","VALEA MACRISULUI","comuna","IALOMITA"
"94795","VLADENI","comuna","IALOMITA"
"179702","TRAIAN","comuna","IALOMITA"
"179819","OGRADA","comuna","IALOMITA"
"179784","BORANESTI","comuna","IALOMITA"
"179828","ROSIORI","comuna","IALOMITA"
"179999","MOLDOVENI","comuna","IALOMITA"
"180019","SARATENI","comuna","IALOMITA"
"180000","PLATONESTI","comuna","IALOMITA"
"179980","MARCULESTI","comuna","IALOMITA"
"180046","GURA IALOMITEI","comuna","IALOMITA"
"180064","BARBULESTI","comuna","IALOMITA"
"95060","IASI","municipiu","IASI"
"95391","PASCANI","municipiu","IASI"
"95355","HARLAU","oras","IASI"
"95471","TARGU FRUMOS","oras","IASI"
"98373","PODU ILOAIEI","oras","IASI"
"95612","ALEXANDRU I. CUZA","comuna","IASI"
"95667","ANDRIESENI","comuna","IASI"
"95747","ARONEANU","comuna","IASI"
"100273","BALS","comuna","IASI"
"95792","BALTATI","comuna","IASI"
"95872","BELCESTI","comuna","IASI"
"95943","BIVOLARI","comuna","IASI"
"95088","BARNOVA","comuna","IASI"
"96003","UNGHENI","comuna","IASI"
"96058","BRAESTI","comuna","IASI"
"96110","BUTEA","comuna","IASI"
"96147","CEPLENITA","comuna","IASI"
"100362","CIOHORANI","comuna","IASI"
"96192","CIORTESTI","comuna","IASI"
"96254","CIUREA","comuna","IASI"
"96334","COARNELE CAPREI","comuna","IASI"
"96370","COMARNA","comuna","IASI"
"100282","COSTESTI","comuna","IASI"
"96423","COSTULENI","comuna","IASI"
"96478","COTNARI","comuna","IASI"
"96593","COZMESTI","comuna","IASI"
"96637","CRISTESTI","comuna","IASI"
"96664","CUCUTENI","comuna","IASI"
"96717","DAGATA","comuna","IASI"
"96815","DELENI","comuna","IASI"
"96888","DOBROVAT","comuna","IASI"
"96904","DOLHESTI","comuna","IASI"
"100308","DRAGUSENI","comuna","IASI"
"96940","DUMESTI","comuna","IASI"
"97009","ERBICENI","comuna","IASI"
"100317","FANTANELE","comuna","IASI"
"97063","FOCURI","comuna","IASI"
"97090","GOLAIESTI","comuna","IASI"
"97189","GORBAN","comuna","IASI"
"97241","GRAJDURI","comuna","IASI"
"97321","GROPNITA","comuna","IASI"
"97394","GROZESTI","comuna","IASI"
"97438","HALAUCESTI","comuna","IASI"
"100326","HARMANESTI","comuna","IASI"
"97465","HELESTENI","comuna","IASI"
"95159","HOLBOCA","comuna","IASI"
"97517","HORLESTI","comuna","IASI"
"97553","IPATELE","comuna","IASI"
"97606","LESPEZI","comuna","IASI"
"97679","LETCANI","comuna","IASI"
"97722","LUNGANI","comuna","IASI"
"97777","MADARJAC","comuna","IASI"
"97811","MIRCESTI","comuna","IASI"
"97875","MIRONEASA","comuna","IASI"
"97919","MIROSLAVA","comuna","IASI"
"98051","MIROSLOVESTI","comuna","IASI"
"98113","MOGOSESTI","comuna","IASI"
"98168","MOGOSESTI-SIRET","comuna","IASI"
"98202","MOSNA","comuna","IASI"
"98220","MOTCA","comuna","IASI"
"98257","MOVILENI","comuna","IASI"
"98300","OTELENI","comuna","IASI"
"98337","PLUGARI","comuna","IASI"
"98435","POPESTI","comuna","IASI"
"98505","POPRICANI","comuna","IASI"
"98603","PRISACANI","comuna","IASI"
"98649","PROBOTA","comuna","IASI"
"100335","RACHITENI","comuna","IASI"
"98685","RADUCANENI","comuna","IASI"
"95239","REDIU","comuna","IASI"
"98738","ROMANESTI","comuna","IASI"
"100344","ROSCANI","comuna","IASI"
"98774","RUGINOASA","comuna","IASI"
"98827","SCHITU DUCA","comuna","IASI"
"98916","SCANTEIA","comuna","IASI"
"98998","SCOBINTI","comuna","IASI"
"99058","SINESTI","comuna","IASI"
"99101","SIRETEL","comuna","IASI"
"99165","STOLNICENI-PRAJESCU","comuna","IASI"
"99209","STRUNGA","comuna","IASI"
"99290","SCHEIA","comuna","IASI"
"99370","SIPOTE","comuna","IASI"
"99441","TANSA","comuna","IASI"
"99478","TATARUSI","comuna","IASI"
"95499","ION NECULCE","comuna","IASI"
"99539","TODIRESTI","comuna","IASI"
"95293","TOMESTI","comuna","IASI"
"99600","TRIFESTI","comuna","IASI"
"99673","TIBANA","comuna","IASI"
"99780","TIBANESTI","comuna","IASI"
"99879","TIGANASI","comuna","IASI"
"99922","TUTORA","comuna","IASI"
"100353","VALEA LUPULUI","comuna","IASI"
"99968","VALEA SEACA","comuna","IASI"
"100004","VICTORIA","comuna","IASI"
"100086","VANATORI","comuna","IASI"
"100148","VLADENI","comuna","IASI"
"100219","VOINESTI","comuna","IASI"
"179221","BRAGADIRU","oras","ILFOV"
"100576","BUFTEA","oras","ILFOV"
"179285","CHITILA","oras","ILFOV"
"179409","MAGURELE","oras","ILFOV"
"179481","OTOPENI","oras","ILFOV"
"179515","PANTELIMON","oras","ILFOV"
"179533","POPESTI-LEORDENI","oras","ILFOV"
"179551","VOLUNTARI","oras","ILFOV"
"100834","AFUMATI","comuna","ILFOV"
"100969","BALOTESTI","comuna","ILFOV"
"101145","BERCENI","comuna","ILFOV"
"101298","BRANESTI","comuna","ILFOV"
"101742","CERNICA","comuna","ILFOV"
"179249","CHIAJNA","comuna","ILFOV"
"101902","CIOLPANI","comuna","ILFOV"
"101957","CIOROGARLA","comuna","ILFOV"
"102035","CLINCENI","comuna","ILFOV"
"102160","CORBEANCA","comuna","ILFOV"
"102213","CORNETU","comuna","ILFOV"
"179588","COPACENI","comuna","ILFOV"
