"SIRUTA","Denumire","Tip","Judet"
"1017","ALBA IULIA","municipiu","ALBA"
"1213","AIUD","municipiu","ALBA"
"1348","BLAJ","municipiu","ALBA"
"1874","SEBES","municipiu","ALBA"
"1151","ABRUD","oras","ALBA"
"2915","BAIA DE ARIES","oras","ALBA"
"1455","CAMPENI","oras","ALBA"
"1696","CUGIR","oras","ALBA"
"1794","OCNA MURES","oras","ALBA"
"8096","TEIUS","oras","ALBA"
"1936","ZLATNA","oras","ALBA"
"2130","ALBAC","comuna","ALBA"
"2309","ALMASU MARE","comuna","ALBA"
"2381","ARIESENI","comuna","ALBA"
"2577","AVRAM IANCU","comuna","ALBA"
"2988","BERGHIN","comuna","ALBA"
"3039","BISTRA","comuna","ALBA"
"3397","BLANDIANA","comuna","ALBA"
"9026","BUCERDEA GRANOASA","comuna","ALBA"
"3459","BUCIUM","comuna","ALBA"
"3761","CENADE","comuna","ALBA"
"3805","CERGAU","comuna","ALBA"
"3841","CERU-BACAINTI","comuna","ALBA"
"3958","CETATEA DE BALTA","comuna","ALBA"
"1071","CIUGUD","comuna","ALBA"
"4008","CIURULEASA","comuna","ALBA"
"4106","CALNIC","comuna","ALBA"
"4142","CRICAU","comuna","ALBA"
"4188","CRACIUNELU DE JOS","comuna","ALBA"
"9019","CUT","comuna","ALBA"
"4240","DAIA ROMANA","comuna","ALBA"
"4268","DOSTAT","comuna","ALBA"
"4302","FARAU","comuna","ALBA"
"4366","GALDA DE JOS","comuna","ALBA"
"4482","GARBOVA","comuna","ALBA"
"4525","GARDA DE SUS","comuna","ALBA"
"4703","HOPARTA","comuna","ALBA"
"4767","HOREA","comuna","ALBA"
"4927","IGHIU","comuna","ALBA"
"4981","INTREGALDE","comuna","ALBA"
"5103","JIDVEI","comuna","ALBA"
"5167","LIVEZILE","comuna","ALBA"
"5210","LOPADEA NOUA","comuna","ALBA"
"5309","LUNCA MURESULUI","comuna","ALBA"
"5336","LUPSA","comuna","ALBA"
"5577","METES","comuna","ALBA"
"5700","MIHALT","comuna","ALBA"
"5755","MIRASLAU","comuna","ALBA"
"5826","MOGOS","comuna","ALBA"
"6048","NOSLAC","comuna","ALBA"
"6119","OCOLIS","comuna","ALBA"
"6164","OHABA","comuna","ALBA"
"6217","PIANU","comuna","ALBA"
"6271","POIANA VADULUI","comuna","ALBA"
"6397","PONOR","comuna","ALBA"
"6468","POSAGA","comuna","ALBA"
"6547","RADESTI","comuna","ALBA"
"6592","RAMETEA","comuna","ALBA"
"6627","RAMET","comuna","ALBA"
"6761","ROSIA MONTANA","comuna","ALBA"
"6930","ROSIA DE SECAS","comuna","ALBA"
"6976","SALCIUA","comuna","ALBA"
"7044","SALISTEA","comuna","ALBA"
"7099","SASCIORI","comuna","ALBA"
"7197","SCARISOARA","comuna","ALBA"
"7348","SANCEL","comuna","ALBA"
"7384","SANTIMBRU","comuna","ALBA"
"7446","SOHODOL","comuna","ALBA"
"7767","STREMT","comuna","ALBA"
"7810","SIBOT","comuna","ALBA"
"7865","SONA","comuna","ALBA"
"7945","SPRING","comuna","ALBA"
"8014","SUGAG","comuna","ALBA"
"8158","UNIREA","comuna","ALBA"
"8229","VADU MOTILOR","comuna","ALBA"
"8354","VALEA LUNGA","comuna","ALBA"
"8425","VIDRA","comuna","ALBA"
"8826","VINTU DE JOS","comuna","ALBA"
"9262","ARAD","municipiu","ARAD"
"9459","CHISINEU-CRIS","oras","ARAD"
"9495","CURTICI","oras","ARAD"
"9538","INEU","oras","ARAD"
"9574","LIPOVA","oras","ARAD"
"9627","NADLAC","oras","ARAD"
"9654","PANCOTA","oras","ARAD"
"11584","PECICA","oras","ARAD"
"12091","SANTANA","oras","ARAD"
"9690","SEBIS","oras","ARAD"
"9743","ALMAS","comuna","ARAD"
"9798","APATEU","comuna","ARAD"
"9832","ARCHIS","comuna","ARAD"
"9887","BATA","comuna","ARAD"
"9930","BELIU","comuna","ARAD"
"10006","BIRCHIS","comuna","ARAD"
"10051","BARSA","comuna","ARAD"
"10104","BARZAVA","comuna","ARAD"
"10195","BOCSIG","comuna","ARAD"
"10239","BRAZII","comuna","ARAD"
"10293","BUTENI","comuna","ARAD"
"10346","CARAND","comuna","ARAD"
"10373","CERMEI","comuna","ARAD"
"10417","CHISINDIA","comuna","ARAD"
"10453","CONOP","comuna","ARAD"
"10514","COVASINT","comuna","ARAD"
"10532","CRAIVA","comuna","ARAD"
"10649","DEZNA","comuna","ARAD"
"10701","DIECI","comuna","ARAD"
"12912","DOROBANTI","comuna","ARAD"
"9280","FANTANELE","comuna","ARAD"
"10827","FELNAC","comuna","ARAD"
"12920","FRUMUSENI","comuna","ARAD"
"10872","GHIOROC","comuna","ARAD"
"10916","GRANICERI","comuna","ARAD"
"10943","GURAHONT","comuna","ARAD"
"11058","HALMAGIU","comuna","ARAD"
"11174","HALMAGEL","comuna","ARAD"
"11236","HASMAS","comuna","ARAD"
"11307","IGNESTI","comuna","ARAD"
"11352","IRATOSU","comuna","ARAD"
"9333","LIVADA","comuna","ARAD"
"11398","MACEA","comuna","ARAD"
"11423","MISCA","comuna","ARAD"
"11478","MONEASA","comuna","ARAD"
"11502","OLARI","comuna","ARAD"
"11539","PAULIS","comuna","ARAD"
"11637","PEREGU MARE","comuna","ARAD"
"11664","PETRIS","comuna","ARAD"
"11735","PILU","comuna","ARAD"
"11762","PLESCUTA","comuna","ARAD"
"11842","SAVARSIN","comuna","ARAD"
"11940","SECUSIGIU","comuna","ARAD"
"11995","SELEUS","comuna","ARAD"
"12037","SEMLAC","comuna","ARAD"
"12055","SINTEA MARE","comuna","ARAD"
"12126","SOCODOR","comuna","ARAD"
"12144","SAGU","comuna","ARAD"
"12206","SEITIN","comuna","ARAD"
"12224","SEPREUS","comuna","ARAD"
"12242","SICULA","comuna","ARAD"
"12288","SILINDIA","comuna","ARAD"
"12340","SIMAND","comuna","ARAD"
"12368","SIRIA","comuna","ARAD"
"12402","SISTAROVAT","comuna","ARAD"
"9360","SOFRONEA","comuna","ARAD"
"12457","TAUT","comuna","ARAD"
"12509","TARNOVA","comuna","ARAD"
"10765","USUSAU","comuna","ARAD"
"12572","VARADIA DE MURES","comuna","ARAD"
"12643","VINGA","comuna","ARAD"
"12689","VARFURILE","comuna","ARAD"
"9397","VLADIMIRESCU","comuna","ARAD"
"12778","ZABRANI","comuna","ARAD"
"12938","ZADARENI","comuna","ARAD"
"12812","ZARAND","comuna","ARAD"
"12849","ZERIND","comuna","ARAD"
"12876","ZIMANDU NOU","comuna","ARAD"
"13169","PITESTI","municipiu","ARGES"
"13490","CAMPULUNG","municipiu","ARGES"
"13622","CURTEA DE ARGES","municipiu","ARGES"
"13301","MIOVENI","oras","ARGES"
"13668","COSTESTI","oras","ARGES"
"13757","TOPOLOVENI","oras","ARGES"
"13392","STEFANESTI","oras","ARGES"
"13819","ALBESTII DE ARGES","comuna","ARGES"
"13891","ALBESTII DE MUSCEL","comuna","ARGES"
"13935","ALBOTA","comuna","ARGES"
"13999","ANINOASA","comuna","ARGES"
"14049","AREFU","comuna","ARGES"
"13187","BASCOV","comuna","ARGES"
"14085","BABANA","comuna","ARGES"
"14165","BAICULESTI","comuna","ARGES"
"14272","BALILESTI","comuna","ARGES"
"14352","BELETI-NEGRESTI","comuna","ARGES"
"14405","BEREVOESTI","comuna","ARGES"
"14450","BARLA","comuna","ARGES"
"14584","BOGATI","comuna","ARGES"
"14673","BOTENI","comuna","ARGES"
"14726","BOTESTI","comuna","ARGES"
"13276","BRADU","comuna","ARGES"
"14753","BRADULET","comuna","ARGES"
"14851","BUDEASA","comuna","ARGES"
"14922","BUGHEA DE JOS","comuna","ARGES"
"14940","BUZOESTI","comuna","ARGES"
"15064","CALDARARU","comuna","ARGES"
"15108","CALINESTI","comuna","ARGES"
"15233","CATEASCA","comuna","ARGES"
"15313","CEPARI","comuna","ARGES"
"15402","CETATENI","comuna","ARGES"
"15448","CICANESTI","comuna","ARGES"
"15493","CIOFRANGENI","comuna","ARGES"
"15554","CIOMAGESTI","comuna","ARGES"
"15652","COCU","comuna","ARGES"
"15741","CORBENI","comuna","ARGES"
"15830","CORBI","comuna","ARGES"
"15901","COSESTI","comuna","ARGES"
"15983","COTMEANA","comuna","ARGES"
"16132","CUCA","comuna","ARGES"
"16285","DAVIDESTI","comuna","ARGES"
"16329","DAMBOVICIOARA","comuna","ARGES"
"16365","DARMANESTI","comuna","ARGES"
"16427","DOBRESTI","comuna","ARGES"
"16454","DOMNESTI","comuna","ARGES"
"16472","DRAGOSLAVELE","comuna","ARGES"
"16506","DRAGANU","comuna","ARGES"
"16551","GODENI","comuna","ARGES"
"16613","HARSESTI","comuna","ARGES"
"16659","HARTIESTI","comuna","ARGES"
"16739","IZVORU","comuna","ARGES"
"16757","LEORDENI","comuna","ARGES"
"16908","LERESTI","comuna","ARGES"
"16944","LUNCA CORBULUI","comuna","ARGES"
"17049","MALURENI","comuna","ARGES"
"13365","MARACINENI","comuna","ARGES"
"17101","MERISANI","comuna","ARGES"
"17209","MICESTI","comuna","ARGES"
"17254","MIHAESTI","comuna","ARGES"
"17334","MIOARELE","comuna","ARGES"
"17398","MIROSI","comuna","ARGES"
"17423","MORARESTI","comuna","ARGES"
"17496","MOSOAIA","comuna","ARGES"
"17575","MOZACENI","comuna","ARGES"
"17619","MUSATESTI","comuna","ARGES"
"17726","NEGRASI","comuna","ARGES"
"17771","NUCSOARA","comuna","ARGES"
"17824","OARJA","comuna","ARGES"
"17851","PIETROSANI","comuna","ARGES"
"18028","POIANA LACULUI","comuna","ARGES"
"17913","POIENARII DE ARGES","comuna","ARGES"
"17968","POIENARII DE MUSCEL","comuna","ARGES"
"18162","POPESTI","comuna","ARGES"
"18242","PRIBOIENI","comuna","ARGES"
"18331","RATESTI","comuna","ARGES"
"18411","RECEA","comuna","ARGES"
"18475","ROCIU","comuna","ARGES"
"18527","RUCAR","comuna","ARGES"
"18554","SALATRUCU","comuna","ARGES"
"18581","SAPATA","comuna","ARGES"
"18670","SCHITU GOLESTI","comuna","ARGES"
"18741","SLOBOZIA","comuna","ARGES"
"18778","STALPENI","comuna","ARGES"
"18858","STOENESTI","comuna","ARGES"
"18938","STOLNICI","comuna","ARGES"
"19007","SUSENI","comuna","ARGES"
"19114","STEFAN CEL MARE","comuna","ARGES"
"19141","SUICI","comuna","ARGES"
"19212","TEIU","comuna","ARGES"
"19249","TIGVENI","comuna","ARGES"
"19338","TITESTI","comuna","ARGES"
"19392","UDA","comuna","ARGES"
"19560","UNGHENI","comuna","ARGES"
"19631","VALEA DANULUI","comuna","ARGES"
"19695","VALEA IASULUI","comuna","ARGES"
"13524","VALEA MARE-PRAVAT","comuna","ARGES"
"19793","VEDEA","comuna","ARGES"
"19999","VLADESTI","comuna","ARGES"
"20048","RACA","comuna","ARGES"
"20055","VULTURESTI","comuna","ARGES"
"20063","BUGHEA DE SUS","comuna","ARGES"
"20297","BACAU","municipiu","BACAU"
"20563","ONESTI","municipiu","BACAU"
"20876","MOINESTI","municipiu","BACAU"
"20778","BUHUSI","oras","BACAU"
"20821","COMANESTI","oras","BACAU"
"22166","DARMANESTI","oras","BACAU"
"20910","SLANIC-MOLDOVA","oras","BACAU"
"20965","TARGU OCNA","oras","BACAU"
"21007","AGAS","comuna","BACAU"
"21098","ARDEOANI","comuna","BACAU"
"21123","ASAU","comuna","BACAU"
"21196","BALCANI","comuna","BACAU"
"21249","BERESTI-BISTRITA","comuna","BACAU"
"21338","BERESTI-TAZLAU","comuna","BACAU"
"21418","BERZUNTI","comuna","BACAU"
"21454","BARSANESTI","comuna","BACAU"
"21506","BLAGESTI","comuna","BACAU"
"21560","BOGDANESTI","comuna","BACAU"
"21597","BRUSTUROASA","comuna","BACAU"
"21668","BUHOCI","comuna","BACAU"
"21720","CASIN","comuna","BACAU"
"21757","CAIUTI","comuna","BACAU"
"21855","CLEJA","comuna","BACAU"
"21891","COLONESTI","comuna","BACAU"
"21971","CORBASCA","comuna","BACAU"
"22059","COTOFANESTI","comuna","BACAU"
"22111","DAMIENESTI","comuna","BACAU"
"22237","DEALU MORII","comuna","BACAU"
"22380","DOFTEANA","comuna","BACAU"
"22460","FARAOANI","comuna","BACAU"
"22488","FILIPENI","comuna","BACAU"
"22576","FILIPESTI","comuna","BACAU"
"22665","GAICEANA","comuna","BACAU"
"22718","GHIMES-FAGET","comuna","BACAU"
"22781","GARLENI","comuna","BACAU"
"22834","GLAVANESTI","comuna","BACAU"
"20607","GURA VAII","comuna","BACAU"
"22898","HELEGIU","comuna","BACAU"
"20313","HEMEIUS","comuna","BACAU"
"22941","HORGESTI","comuna","BACAU"
"23047","HURUIESTI","comuna","BACAU"
"23127","IZVORU BERHECIULUI","comuna","BACAU"
"20359","LETEA VECHE","comuna","BACAU"
"23207","LIPOVA","comuna","BACAU"
"23289","LIVEZI","comuna","BACAU"
"23350","LUIZI-CALUGARA","comuna","BACAU"
"23387","MAGIRESTI","comuna","BACAU"
"20411","MAGURA","comuna","BACAU"
"20466","MARGINENI","comuna","BACAU"
"23449","MANASTIREA CASIN","comuna","BACAU"
"23494","MOTOSENI","comuna","BACAU"
"23644","NEGRI","comuna","BACAU"
"23715","NICOLAE BALCESCU","comuna","BACAU"
"23797","OITUZ","comuna","BACAU"
"23868","ONCESTI","comuna","BACAU"
"23948","ORBENI","comuna","BACAU"
"23975","PALANCA","comuna","BACAU"
"24034","PARAVA","comuna","BACAU"
"24089","PARINCEA","comuna","BACAU"
"24187","PANCESTI","comuna","BACAU"
"24276","PARGARESTI","comuna","BACAU"
"24338","PARJOL","comuna","BACAU"
"24427","PLOPANA","comuna","BACAU"
"24524","PODU TURCULUI","comuna","BACAU"
"24631","PODURI","comuna","BACAU"
"24711","RACOVA","comuna","BACAU"
"24766","RACACIUNI","comuna","BACAU"
"24999","ROSIORI","comuna","BACAU"
"24837","RACHITOASA","comuna","BACAU"
"25068","SASCUT","comuna","BACAU"
"25148","SANDULENI","comuna","BACAU"
"25228","SAUCESTI","comuna","BACAU"
"25291","SCORTENI","comuna","BACAU"
"25362","SECUIENI","comuna","BACAU"
"25488","SOLONT","comuna","BACAU"
"25521","STANISESTI","comuna","BACAU"
"20670","STEFAN CEL MARE","comuna","BACAU"
"25629","STRUGARI","comuna","BACAU"
"25692","TAMASI","comuna","BACAU"
"25745","TATARASTI","comuna","BACAU"
"25825","TARGU TROTUS","comuna","BACAU"
"25861","TRAIAN","comuna","BACAU"
"25932","UNGURENI","comuna","BACAU"
"26029","URECHESTI","comuna","BACAU"
"26083","VALEA SEACA","comuna","BACAU"
"26118","VULTURENI","comuna","BACAU"
"26289","ZEMES","comuna","BACAU"
"26320","SARATA","comuna","BACAU"
"26338","BUCIUMI","comuna","BACAU"
"26346","GIOSENI","comuna","BACAU"
"26353","ODOBESTI","comuna","BACAU"
"26361","PRAJESTI","comuna","BACAU"
"26379","ITESTI","comuna","BACAU"
"26804","BEIUS","municipiu","BIHOR"
"26877","MARGHITA","municipiu","BIHOR"
"26564","ORADEA","municipiu","BIHOR"
"26975","SALONTA","municipiu","BIHOR"
"26699","ALESD","oras","BIHOR"
"26920","NUCET","oras","BIHOR"
"30915","SACUENI","oras","BIHOR"
"26840","STEI","oras","BIHOR"
"32027","VALEA LUI MIHAI","oras","BIHOR"
"27007","VASCAU","oras","BIHOR"
"27070","ABRAM","comuna","BIHOR"
"27169","PETREU","comuna","BIHOR"
"26742","ASTILEU","comuna","BIHOR"
"27212","AUSEU","comuna","BIHOR"
"27285","AVRAM IANCU","comuna","BIHOR"
"27329","BALC","comuna","BIHOR"
"27383","BATAR","comuna","BIHOR"
"27436","BIHARIA","comuna","BIHOR"
"27506","BOIANU MARE","comuna","BIHOR"
"27560","BOROD","comuna","BIHOR"
"27631","BORS","comuna","BIHOR"
"27686","BRATCA","comuna","BIHOR"
"27757","BRUSTURI","comuna","BIHOR"
"27846","BUDUREASA","comuna","BIHOR"
"27908","BUDUSLAU","comuna","BIHOR"
"27935","BULZ","comuna","BIHOR"
"27971","BUNTESTI","comuna","BIHOR"
"28077","CABESTI","comuna","BIHOR"
"28139","CAPALNA","comuna","BIHOR"
"28193","CARPINET","comuna","BIHOR"
"28246","CEFA","comuna","BIHOR"
"28335","CEICA","comuna","BIHOR"
"28415","CETARIU","comuna","BIHOR"
"28497","CHERECHIU","comuna","BIHOR"
"28530","CHISLAZ","comuna","BIHOR"
"28610","SANIOB","comuna","BIHOR"
"28665","CIUMEGHIU","comuna","BIHOR"
"28709","CAMPANI","comuna","BIHOR"
"28763","COCIUBA MARE","comuna","BIHOR"
"28816","COPACEL","comuna","BIHOR"
"28889","CRISTIORU DE JOS","comuna","BIHOR"
"28941","CURATELE","comuna","BIHOR"
"29001","CURTUISENI","comuna","BIHOR"
"29038","DERNA","comuna","BIHOR"
"29092","DIOSIG","comuna","BIHOR"
"29154","DOBRESTI","comuna","BIHOR"
"29243","DRAGANESTI","comuna","BIHOR"
"29341","DRAGESTI","comuna","BIHOR"
"29403","FINIS","comuna","BIHOR"
"32195","GEPIU","comuna","BIHOR"
"29467","GIRISU DE CRIS","comuna","BIHOR"
"29519","HIDISELU DE SUS","comuna","BIHOR"
"29573","HOLOD","comuna","BIHOR"
"29662","HUSASAU DE TINCA","comuna","BIHOR"
"29724","INEU","comuna","BIHOR"
"29760","LAZURI DE BEIUS","comuna","BIHOR"
"29813","LAZARENI","comuna","BIHOR"
"29902","LUGASU DE JOS","comuna","BIHOR"
"29948","LUNCA","comuna","BIHOR"
"30014","MADARAS","comuna","BIHOR"
"30069","MAGESTI","comuna","BIHOR"
"30149","NOJORID","comuna","BIHOR"
"30229","OLCEA","comuna","BIHOR"
"30274","OSORHEI","comuna","BIHOR"
"32161","PALEU","comuna","BIHOR"
"30336","PIETROASA","comuna","BIHOR"
"30416","POCOLA","comuna","BIHOR"
"30470","POMEZEU","comuna","BIHOR"
"30568","POPESTI","comuna","BIHOR"
"30648","RABAGANI","comuna","BIHOR"
"30719","REMETEA","comuna","BIHOR"
"30773","RIENI","comuna","BIHOR"
"30844","ROSIA","comuna","BIHOR"
"32187","ROSIORI","comuna","BIHOR"
"30871","SACADAT","comuna","BIHOR"
"30988","SALACEA","comuna","BIHOR"
"31011","SALARD","comuna","BIHOR"
"31057","SAMBATA","comuna","BIHOR"
"26582","SANMARTIN","comuna","BIHOR"
"26653","SANTANDREI","comuna","BIHOR"
"32179","SANNICOLAU ROMAN","comuna","BIHOR"
"31128","SARBI","comuna","BIHOR"
"31208","SPINUS","comuna","BIHOR"
"31262","SUPLACU DE BARCAU","comuna","BIHOR"
"31333","SIMIAN","comuna","BIHOR"
"31379","SINTEU","comuna","BIHOR"
"31422","SOIMI","comuna","BIHOR"
"31510","SUNCUIUS","comuna","BIHOR"
"31565","TARCEA","comuna","BIHOR"
"32153","TAMASEU","comuna","BIHOR"
"31609","TARCAIA","comuna","BIHOR"
"31654","TAUTEU","comuna","BIHOR"
"31716","TILEAGD","comuna","BIHOR"
"31789","TINCA","comuna","BIHOR"
"31841","TULCA","comuna","BIHOR"
"31878","TETCHEA","comuna","BIHOR"
"31921","UILEACU DE BEIUS","comuna","BIHOR"
"31976","VADU CRISULUI","comuna","BIHOR"
"32045","VIISOARA","comuna","BIHOR"
"32090","VARCIOROG","comuna","BIHOR"
"32201","TOBOLIU","comuna","BIHOR"
"32394","BISTRITA","municipiu","BISTRITA-NASAUD"
"32483","BECLEAN","oras","BISTRITA-NASAUD"
"32544","NASAUD","oras","BISTRITA-NASAUD"
"32599","SANGEORZ-BAI","oras","BISTRITA-NASAUD"
"32633","BISTRITA BARGAULUI","comuna","BISTRITA-NASAUD"
"32660","BRANISTEA","comuna","BISTRITA-NASAUD"
"32704","BUDACU DE JOS","comuna","BISTRITA-NASAUD"
"32768","BUDESTI","comuna","BISTRITA-NASAUD"
"32811","CAIANU MIC","comuna","BISTRITA-NASAUD"
"32884","CETATE","comuna","BISTRITA-NASAUD"
"32955","CICEU-GIURGESTI","comuna","BISTRITA-NASAUD"
"179953","CICEU-MIHAIESTI","comuna","BISTRITA-NASAUD"
"33015","CHIOCHIS","comuna","BISTRITA-NASAUD"
"33122","CHIUZA","comuna","BISTRITA-NASAUD"
"33177","COSBUC","comuna","BISTRITA-NASAUD"
"33202","DUMITRA","comuna","BISTRITA-NASAUD"
"179686","DUMITRITA","comuna","BISTRITA-NASAUD"
"33248","FELDRU","comuna","BISTRITA-NASAUD"
"33275","GALATII BISTRITEI","comuna","BISTRITA-NASAUD"
"33337","ILVA MARE","comuna","BISTRITA-NASAUD"
"33364","ILVA MICA","comuna","BISTRITA-NASAUD"
"33382","JOSENII BARGAULUI","comuna","BISTRITA-NASAUD"
"33435","LECHINTA","comuna","BISTRITA-NASAUD"
"33514","LESU","comuna","BISTRITA-NASAUD"
"33541","LIVEZILE","comuna","BISTRITA-NASAUD"
"33603","LUNCA ILVEI","comuna","BISTRITA-NASAUD"
"33621","MAIERU","comuna","BISTRITA-NASAUD"
"33658","MATEI","comuna","BISTRITA-NASAUD"
"33729","MAGURA ILVEI","comuna","BISTRITA-NASAUD"
"33765","MARISELU","comuna","BISTRITA-NASAUD"
"33845","MICESTII DE CAMPIE","comuna","BISTRITA-NASAUD"
"33881","MILAS","comuna","BISTRITA-NASAUD"
"33952","MONOR","comuna","BISTRITA-NASAUD"
"179659","NEGRILESTI","comuna","BISTRITA-NASAUD"
"33989","NIMIGEA","comuna","BISTRITA-NASAUD"
"34075","NUSENI","comuna","BISTRITA-NASAUD"
"34155","PARVA","comuna","BISTRITA-NASAUD"
"34173","PETRU RARES","comuna","BISTRITA-NASAUD"
"179720","POIANA ILVEI","comuna","BISTRITA-NASAUD"
"34235","PRUNDU BARGAULUI","comuna","BISTRITA-NASAUD"
"34262","REBRA","comuna","BISTRITA-NASAUD"
"34280","REBRISOARA","comuna","BISTRITA-NASAUD"
"34333","RODNA","comuna","BISTRITA-NASAUD"
"34360","ROMULI","comuna","BISTRITA-NASAUD"
"179944","RUNCU SALVEI","comuna","BISTRITA-NASAUD"
"34397","SALVA","comuna","BISTRITA-NASAUD"
"34422","SILIVASU DE CAMPIE","comuna","BISTRITA-NASAUD"
"34477","SANMIHAIU DE CAMPIE","comuna","BISTRITA-NASAUD"
"34547","SPERMEZEU","comuna","BISTRITA-NASAUD"
"34618","SANT","comuna","BISTRITA-NASAUD"
"34645","SIEU","comuna","BISTRITA-NASAUD"
"34850","SIEUT","comuna","BISTRITA-NASAUD"
"34690","SIEU-MAGHERUS","comuna","BISTRITA-NASAUD"
"34770","SIEU-ODORHEI","comuna","BISTRITA-NASAUD"
"34903","SINTEREAG","comuna","BISTRITA-NASAUD"
"34985","TEACA","comuna","BISTRITA-NASAUD"
"35054","TELCIU","comuna","BISTRITA-NASAUD"
"35090","TIHA BARGAULUI","comuna","BISTRITA-NASAUD"
"35152","TARLISUA","comuna","BISTRITA-NASAUD"
"35269","URIU","comuna","BISTRITA-NASAUD"
"35312","URMENIS","comuna","BISTRITA-NASAUD"
"35429","ZAGRA","comuna","BISTRITA-NASAUD"
"35731","BOTOSANI","municipiu","BOTOSANI"
"36006","DOROHOI","municipiu","BOTOSANI"
"36453","BUCECEA","oras","BOTOSANI"
"35946","DARABANI","oras","BOTOSANI"
"37280","FLAMANZI","oras","BOTOSANI"
"36060","SAVENI","oras","BOTOSANI"
"39168","STEFANESTI","oras","BOTOSANI"
"40035","ADASENI","comuna","BOTOSANI"
"36131","ALBESTI","comuna","BOTOSANI"
"36202","AVRAMENI","comuna","BOTOSANI"
"36300","BALUSENI","comuna","BOTOSANI"
"39983","BLANDESTI","comuna","BOTOSANI"
"36373","BRAESTI","comuna","BOTOSANI"
"36426","BROSCAUTI","comuna","BOTOSANI"
"36499","CALARASI","comuna","BOTOSANI"
"39967","CANDESTI","comuna","BOTOSANI"
"36532","CONCESTI","comuna","BOTOSANI"
"36569","COPALAU","comuna","BOTOSANI"
"36649","CORDARENI","comuna","BOTOSANI"
"36676","CORLATENI","comuna","BOTOSANI"
"36756","CORNI","comuna","BOTOSANI"
"39975","COSULA","comuna","BOTOSANI"
"36809","COTUSCA","comuna","BOTOSANI"
"36907","CRISTESTI","comuna","BOTOSANI"
"36952","CRISTINESTI","comuna","BOTOSANI"
"35759","CURTESTI","comuna","BOTOSANI"
"37011","DERSCA","comuna","BOTOSANI"
"39959","DIMACHENI","comuna","BOTOSANI"
"37057","DANGENI","comuna","BOTOSANI"
"37100","DOBARCENI","comuna","BOTOSANI"
"37173","DRAGUSENI","comuna","BOTOSANI"
"37217","DURNESTI","comuna","BOTOSANI"
"37324","FRUMUSICA","comuna","BOTOSANI"
"37397","GEORGE ENESCU","comuna","BOTOSANI"
"37459","GORBANESTI","comuna","BOTOSANI"
"37547","HAVARNA","comuna","BOTOSANI"
"37618","HANESTI","comuna","BOTOSANI"
"37672","HILISEU-HORIA","comuna","BOTOSANI"
"37734","HLIPICENI","comuna","BOTOSANI"
"37770","HUDESTI","comuna","BOTOSANI"
"37823","IBANESTI","comuna","BOTOSANI"
"37850","LEORDA","comuna","BOTOSANI"
"39942","LOZNA","comuna","BOTOSANI"
"37912","LUNCA","comuna","BOTOSANI"
"37958","MANOLEASA","comuna","BOTOSANI"
"38063","MIHAI EMINESCU","comuna","BOTOSANI"
"38161","MIHAILENI","comuna","BOTOSANI"
"38241","MIHALASENI","comuna","BOTOSANI"
"38321","MILEANCA","comuna","BOTOSANI"
"38376","MITOC","comuna","BOTOSANI"
"38456","NICSENI","comuna","BOTOSANI"
"38492","PALTINIS","comuna","BOTOSANI"
"38544","POMARLA","comuna","BOTOSANI"
"38580","PRAJENI","comuna","BOTOSANI"
"35839","RACHITI","comuna","BOTOSANI"
"38633","RADAUTI-PRUT","comuna","BOTOSANI"
"38679","RAUSENI","comuna","BOTOSANI"
"38731","RIPICENI","comuna","BOTOSANI"
"38811","ROMA","comuna","BOTOSANI"
"38848","ROMANESTI","comuna","BOTOSANI"
"38893","SANTA MARE","comuna","BOTOSANI"
"35884","STAUCENI","comuna","BOTOSANI"
"38982","SUHARAU","comuna","BOTOSANI"
"39051","SULITA","comuna","BOTOSANI"
"39122","SENDRICENI","comuna","BOTOSANI"
"39220","STIUBIENI","comuna","BOTOSANI"
"39266","TODIRENI","comuna","BOTOSANI"
"39328","TRUSESTI","comuna","BOTOSANI"
"39391","TUDORA","comuna","BOTOSANI"
"39417","UNGURENI","comuna","BOTOSANI"
"39532","UNTENI","comuna","BOTOSANI"
"39612","VACULESTI","comuna","BOTOSANI"
"39658","VIISOARA","comuna","BOTOSANI"
"39694","VARFU CAMPULUI","comuna","BOTOSANI"
"39738","VLADENI","comuna","BOTOSANI"
"39792","VLASINESTI","comuna","BOTOSANI"
"39836","VORNICENI","comuna","BOTOSANI"
"39872","VORONA","comuna","BOTOSANI"
"40198","BRASOV","municipiu","BRASOV"
"40278","FAGARAS","municipiu","BRASOV"
"40241","CODLEA","municipiu","BRASOV"
"40438","SACELE","municipiu","BRASOV"
"40394","RUPEA","oras","BRASOV"
"40367","RASNOV","oras","BRASOV"
"40303","PREDEAL","oras","BRASOV"
"40465","VICTORIA","oras","BRASOV"
"40492","ZARNESTI","oras","BRASOV"
"40214","GHIMBAV","oras","BRASOV"
"40526","APATA","comuna","BRASOV"
"42498","AUGUSTIN","comuna","BRASOV"
"40544","BECLEAN","comuna","BRASOV"
"40606","BOD","comuna","BRASOV"
"40633","BRAN","comuna","BRASOV"
"40688","BUDILA","comuna","BRASOV"
"40704","BUNESTI","comuna","BRASOV"
"40768","CATA","comuna","BRASOV"
"40820","CINCU","comuna","BRASOV"
"40857","COMANA","comuna","BRASOV"
"42456","CRIZBAV","comuna","BRASOV"
"40900","CRISTIAN","comuna","BRASOV"
